Age Group Bins,Age group1,MMWR week1,MMWR week2 (copy),Month,Outcome,Vaccine product,Week,Age adjusted IRR,Age adjusted unvax IR,Age adjusted vax IR,Continuity correction,Crude IRR,Crude unvax IR,Crude unvax IR (copy),Crude vax IR,Crude vax IR (copy),F19,F20,Fully vaccinated population,Unvaccinated population,Unvaccinated with outcome,Unvax Rate,Vaccinated with outcome,Vax Rate,Week no
50-79,50-64,202139,2021-39,,case,all_types,2021-39,,,,0,3.959072522,358.2848286,358.2848286,90.4971623,90.4971623,,,27845072,11071080,39666,358.284828580,25199,90.497162299,39
50-79,65-79,202139,2021-39,,case,all_types,2021-39,,,,1,4.230253708,370.8927184,370.8927184,87.67623504,87.67623504,,,21088953,4613463.45,17111,370.892718355,18490,87.676235041,39
80+,80+,202139,2021-39,,case,all_types,2021-39,,,,1,2.377306575,227.0348001,227.0348001,95.50085062,95.50085062,,,6154919,1885173.55,4280,227.034800059,5878,95.500850620,39
all_ages_adj,all_ages_adj,202139,2021-39,,case,all_types,2021-39,4.322134248,383.1057573,88.63809761,1,4.250591728,380.9408067,380.9408067,89.62065309,89.62065309,,,111551296,62157426,236783,380.940806654,99973,89.620653085,39
all_ages_adj,all_ages_adj,202139,2021-39,,case,Janssen,2021-39,3.518400064,383.1057573,108.8863547,1,3.267015539,380.9408067,380.9408067,116.6020798,116.6020798,,,8850614,62157426,236783,380.940806654,10320,116.602079811,39
all_ages_adj,all_ages_adj,202139,2021-39,,case,Moderna,2021-39,5.199250717,383.1057573,73.68480156,1,5.072568016,380.9408067,380.9408067,75.09821563,75.09821563,,,41176744,62157426,236783,380.940806654,30923,75.098215634,39
all_ages_adj,all_ages_adj,202139,2021-39,,case,Pfizer,2021-39,3.987381791,383.1057573,96.07952723,1,3.990903302,380.9408067,380.9408067,95.45227679,95.45227679,,,61389840,62157426,236783,380.940806654,58598,95.452276794,39
5-17,Dec-17,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,0,8.107550944,363.0142707,363.0142707,44.77483684,44.77483684,,,7296509,8201055,29771,363.014270725,3267,44.774836843,40
18-49,18-29,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,0,4.278708486,298.6627365,298.6627365,69.80207636,69.80207636,,,17406359,16267848,48586,298.662736460,12150,69.802076356,40
18-49,30-49,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,0,3.924175677,385.2550596,385.2550596,98.17477384,98.17477384,,,32887267,19399875,74739,385.255059633,32287,98.174773842,40
50-79,50-64,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,0,3.851977379,328.9392064,328.9392064,85.39489567,85.39489567,,,28131658,10881646,35794,328.939206440,24023,85.394895672,40
50-79,65-79,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,1,4.252436332,351.5471666,351.5471666,82.66958965,82.66958965,,,21219411,4463412.45,15691,351.547166563,17542,82.669589651,40
80+,80+,202140,2021-40,01/10/2010,case,all_types,2021-40,,,,1,2.380800781,215.8352977,215.8352977,90.65659731,90.65659731,,,6183775,1837975.55,3967,215.835297700,5606,90.656597305,40
all_ages_adj,all_ages_adj,202140,2021-40,01/10/2010,case,all_types,2021-40,4.172162362,345.3987691,82.78651191,1,4.072997971,341.591827,341.591827,83.86741888,83.86741888,,,113124979,61051812,208548,341.591826955,94875,83.867418884,40
all_ages_adj,all_ages_adj,202140,2021-40,01/10/2010,case,Janssen,2021-40,3.3797122,345.3987691,102.1976869,1,3.130983957,341.591827,341.591827,109.1004718,109.1004718,,,8924801,61051812,208548,341.591826955,9737,109.100471820,40
all_ages_adj,all_ages_adj,202140,2021-40,01/10/2010,case,Moderna,2021-40,4.979079311,345.3987691,69.37000749,1,4.745760571,341.591827,341.591827,71.97831029,71.97831029,,,41591696,61051812,208548,341.591826955,29937,71.978310286,40
all_ages_adj,all_ages_adj,202140,2021-40,01/10/2010,case,Pfizer,2021-40,3.893291268,345.3987691,88.7163958,1,3.874156059,341.591827,341.591827,88.17193261,88.17193261,,,62471127,61051812,208548,341.591826955,55082,88.171932611,40
5-17,Dec-17,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,0,7.957161998,301.0286008,301.0286008,37.83115147,37.83115147,,,7467391,8100227,24384,301.028600803,2825,37.831151469,41
18-49,18-29,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,0,4.103367876,256.9236514,256.9236514,62.61287292,62.61287292,,,17702430,16053018,41244,256.923651366,11084,62.612872922,41
18-49,30-49,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,0,3.863888568,336.8294098,336.8294098,87.17368627,87.17368627,,,33356396,19063656,64212,336.829409847,29078,87.173686270,41
50-79,50-64,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,0,3.826196655,293.9089839,293.9089839,76.81491841,76.81491841,,,28394224,10684260,31402,293.908983870,21811,76.814918414,41
50-79,65-79,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,1,4.559533426,329.5997507,329.5997507,72.28804352,72.28804352,,,21418479.8,4279129.45,14104,329.599750716,15483,72.288043524,41
80+,80+,202141,2021-41,01/10/2010,case,all_types,2021-41,,,,1,2.579883536,209.6767387,209.6767387,81.27372255,81.27372255,,,6233257,1780836.55,3734,209.676738721,5066,81.273722550,41
all_ages_adj,all_ages_adj,202141,2021-41,01/10/2010,case,all_types,2021-41,4.134558204,303.9595593,73.51681709,1,4.009296796,298.6601636,298.6601636,74.49190688,74.49190688,,,114572177.8,59961127,179080,298.660163609,85347,74.491906882,41
all_ages_adj,all_ages_adj,202141,2021-41,01/10/2010,case,Janssen,2021-41,3.505368214,303.9595593,86.71259071,1,3.07462995,298.6601636,298.6601636,97.13694608,97.13694608,,,8990400,59961127,179080,298.660163609,8733,97.136946076,41
all_ages_adj,all_ages_adj,202141,2021-41,01/10/2010,case,Moderna,2021-41,4.88487244,303.9595593,62.22466666,1,4.516466508,298.6601636,298.6601636,66.12695192,66.12695192,,,41922392,59961127,179080,298.660163609,27722,66.126951916,41
all_ages_adj,all_ages_adj,202141,2021-41,01/10/2010,case,Pfizer,2021-41,3.910173689,303.9595593,77.73556457,1,3.888406322,298.6601636,298.6601636,76.80785878,76.80785878,,,63515636,59961127,179080,298.660163609,48785,76.807858777,41
5-17,Dec-17,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,0,7.06832971,262.6734052,262.6734052,37.16201931,37.16201931,,,7615302,8012231,21046,262.673405198,2830,37.162019313,42
18-49,18-29,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,0,4.136459037,238.6545599,238.6545599,57.69537609,57.69537609,,,17968511,15858067,37846,238.654559853,10367,57.695376094,42
18-49,30-49,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,0,3.765339567,313.0469552,313.0469552,83.13910329,83.13910329,,,33779532,18757250,58719,313.046955177,28084,83.139103289,42
50-79,50-64,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,0,3.687198235,271.8548557,271.8548557,73.72938431,73.72938431,,,28634445,10493835,28528,271.854855732,21112,73.729384313,42
50-79,65-79,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,1,4.771125003,309.7233816,309.7233816,64.91621607,64.91621607,,,21589366.8,4142083.15,12829,309.723381579,14015,64.916216070,42
80+,80+,202142,2021-42,01/10/2010,case,all_types,2021-42,,,,1,2.640151857,195.3705957,195.3705957,73.99975694,73.99975694,,,6278399,1729533.55,3379,195.370595731,4646,73.999756944,42
all_ages_adj,all_ages_adj,202142,2021-42,01/10/2010,case,all_types,2021-42,4.051255274,280.8633499,69.32748762,1,3.933903343,275.1970587,275.1970587,69.95521615,69.95521615,,,115865555.8,58992999.7,162347,275.197058677,81054,69.955216147,42
all_ages_adj,all_ages_adj,202142,2021-42,01/10/2010,case,Janssen,2021-42,3.332781127,280.8633499,84.27296579,1,2.948759447,275.1970587,275.1970587,93.32638476,93.32638476,,,9053174,58992999.7,162347,275.197058677,8449,93.326384757,42
all_ages_adj,all_ages_adj,202142,2021-42,01/10/2010,case,Moderna,2021-42,4.731568907,280.8633499,59.35945463,1,4.331750956,275.1970587,275.1970587,63.53021249,63.53021249,,,42170487,58992999.7,162347,275.197058677,26791,63.530212492,42
all_ages_adj,all_ages_adj,202142,2021-42,01/10/2010,case,Pfizer,2021-42,3.899100055,280.8633499,72.03286551,1,3.880826238,275.1970587,275.1970587,70.91197643,70.91197643,,,64492632,58992999.7,162347,275.197058677,45733,70.911976425,42
5-17,Dec-17,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,0,7.216683533,269.7158779,269.7158779,37.3739373,37.3739373,,,7735337,7936129,21405,269.715877854,2891,37.373937296,43
18-49,18-29,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,0,3.972809467,254.0539506,254.0539506,63.94818395,63.94818395,,,18202237,15669900,39810,254.053950568,11640,63.948183951,43
18-49,30-49,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,0,3.629371123,322.9086903,322.9086903,88.97097579,88.97097579,,,34144843,18438649,59540,322.908690328,30379,88.970975793,43
50-79,50-64,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,0,3.650139677,283.5212926,283.5212926,77.67409406,77.67409406,,,28844881,10269070,29115,283.521292581,22405,77.674094062,43
50-79,65-79,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,1,4.840323853,313.8821972,313.8821972,64.84735457,64.84735457,,,21727948.8,3969642.15,12460,313.882197165,14090,64.847354574,43
80+,80+,202143,2021-43,01/10/2010,case,all_types,2021-43,,,,1,2.739841249,213.7493499,213.7493499,78.01523173,78.01523173,,,6317997,1655677.55,3539,213.749349926,4929,78.015231726,43
all_ages_adj,all_ages_adj,202143,2021-43,01/10/2010,case,all_types,2021-43,3.962131707,291.5322098,73.57963625,1,3.878808997,286.2817898,286.2817898,73.80662209,73.80662209,,,116973243.8,57939067.7,165869,286.281789791,86334,73.806622092,43
all_ages_adj,all_ages_adj,202143,2021-43,01/10/2010,case,Janssen,2021-43,2.97353136,291.5322098,98.04241978,1,2.891026455,286.2817898,286.2817898,99.02427192,99.02427192,,,9114937,57939067.7,165869,286.281789791,9026,99.024271918,43
all_ages_adj,all_ages_adj,202143,2021-43,01/10/2010,case,Moderna,2021-43,4.453797664,291.5322098,65.45699464,1,4.128063662,286.2817898,286.2817898,69.35013925,69.35013925,,,42402222,57939067.7,165869,286.281789791,29406,69.350139245,43
all_ages_adj,all_ages_adj,202143,2021-43,01/10/2010,case,Pfizer,2021-43,3.884448961,291.5322098,75.05111092,1,3.90826203,286.2817898,286.2817898,73.25040839,73.25040839,,,65302025,57939067.7,165869,286.281789791,47834,73.250408391,43
5-17,Dec-17,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,0,6.540736215,290.4724256,290.4724256,44.40974472,44.40974472,,,7836118,7863397,22841,290.472425594,3480,44.409744723,44
18-49,18-29,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,0,3.290125903,273.8128967,273.8128967,83.22261969,83.22261969,,,18410860,15483931,42397,273.812896738,15322,83.222619693,44
18-49,30-49,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,0,3.377521091,341.5553192,341.5553192,101.1260359,101.1260359,,,34484690,18108926,61852,341.555319183,34873,101.126035931,44
50-79,50-64,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,0,3.608146448,296.8692105,296.8692105,82.27748371,82.27748371,,,29052906,10023606,29757,296.869210542,23904,82.277483705,44
50-79,65-79,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,1,5.255714787,333.5131362,333.5131362,63.45723651,63.45723651,,,21885604.8,3789056.15,12637,333.513136246,13888,63.457236512,44
80+,80+,202144,2021-44,01/11/2011,case,all_types,2021-44,,,,1,2.866625941,216.8713076,216.8713076,75.65385649,75.65385649,,,6361870,1593571.8,3456,216.871307587,4813,75.653856492,44
all_ages_adj,all_ages_adj,202144,2021-44,01/11/2011,case,all_types,2021-44,3.719796864,309.1390058,83.10642141,1,3.728494106,304.1372375,304.1372375,81.57106564,81.57106564,,,118032048.8,56862487.95,172940,304.137237456,96280,81.571065638,44
all_ages_adj,all_ages_adj,202144,2021-44,01/11/2011,case,Janssen,2021-44,2.884124973,309.1390058,107.1864114,1,2.690742742,304.1372375,304.1372375,113.0309608,113.0309608,,,9185094,56862487.95,172940,304.137237456,10382,113.030960815,44
all_ages_adj,all_ages_adj,202144,2021-44,01/11/2011,case,Moderna,2021-44,4.166755355,309.1390058,74.1917822,1,4.050695367,304.1372375,304.1372375,75.08272281,75.08272281,,,42672933,56862487.95,172940,304.137237456,32040,75.082722812,44
all_ages_adj,all_ages_adj,202144,2021-44,01/11/2011,case,Pfizer,2021-44,3.64935243,309.1390058,84.71064709,1,3.733668112,304.1372375,304.1372375,81.45802688,81.45802688,,,66014366,56862487.95,172940,304.137237456,53774,81.458026879,44
5-17,Dec-17,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,0,6.559023909,316.4899223,316.4899223,48.2525947,48.2525947,,,7922890,7775919,24610,316.489922284,3823,48.252594697,45
18-49,18-29,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,0,3.458457311,296.4574867,296.4574867,85.71957379,85.71957379,,,18602519,15297303,45350,296.457486656,15946,85.719573785,45
18-49,30-49,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,0,3.397986152,381.2096128,381.2096128,112.1869236,112.1869236,,,34833828,17759783,67702,381.209612753,39079,112.186923585,45
50-79,50-64,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,0,3.64588214,337.6944757,337.6944757,92.62353054,92.62353054,,,29308967,9737204,32882,337.694475745,27147,92.623530539,45
50-79,65-79,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,1,5.944602549,386.5864891,386.5864891,65.0315115,65.0315115,,,22167714.8,3537630.1,13676,386.586489074,14416,65.031511502,45
80+,80+,202145,2021-45,01/11/2011,case,all_types,2021-45,,,,1,3.046644992,244.1932675,244.1932675,80.15153329,80.15153329,,,6440301,1515602.8,3701,244.193267524,5162,80.151533290,45
all_ages_adj,all_ages_adj,202145,2021-45,01/11/2011,case,all_types,2021-45,3.823927407,345.3113994,90.30281244,1,3.81696748,337.8449689,337.8449689,88.51135639,88.51135639,,,119276219.8,55623441.9,187921,337.844968921,105573,88.511356394,45
all_ages_adj,all_ages_adj,202145,2021-45,01/11/2011,case,Janssen,2021-45,2.918650023,345.3113994,118.3120267,1,2.726358404,337.8449689,337.8449689,123.9180323,123.9180323,,,9286784,55623441.9,187921,337.844968921,11508,123.918032335,45
all_ages_adj,all_ages_adj,202145,2021-45,01/11/2011,case,Moderna,2021-45,4.223257553,345.3113994,81.7642294,1,4.148085415,337.8449689,337.8449689,81.44600101,81.44600101,,,43169707,55623441.9,187921,337.844968921,35160,81.446001012,45
all_ages_adj,all_ages_adj,202145,2021-45,01/11/2011,case,Pfizer,2021-45,3.76097912,345.3113994,91.81422933,1,3.826907735,337.8449689,337.8449689,88.28145131,88.28145131,,,66648202,55623441.9,187921,337.844968921,58838,88.281451314,45
5-17,Dec-17,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,0,6.134393058,335.4829236,335.4829236,54.68885355,54.68885355,,,7999802,7681464,25770,335.482923568,4375,54.688853549,46
18-49,18-29,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,0,3.414721243,311.2645073,311.2645073,91.15370925,91.15370925,,,18785851,15098734,46997,311.264507342,17124,91.153709246,46
18-49,30-49,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,0,3.457009543,418.4357758,418.4357758,121.0398093,121.0398093,,,35179335,17380923,72728,418.435775822,42581,121.039809309,46
50-79,50-64,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,0,3.801715492,386.8365467,386.8365467,101.7531553,101.7531553,,,29556823,9439904.35,36517,386.836546707,30075,101.753155270,46
50-79,65-79,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,1,6.732496671,464.4317417,464.4317417,68.98358283,68.98358283,,,22398082.8,3334182.1,15485,464.431741746,15451,68.983582827,46
80+,80+,202146,2021-46,01/11/2011,case,all_types,2021-46,,,,1,3.667307749,290.6748716,290.6748716,79.26110693,79.26110693,,,6505082,1450761.8,4217,290.674871643,5156,79.261106931,46
all_ages_adj,all_ages_adj,202146,2021-46,01/11/2011,case,all_types,2021-46,3.938348424,383.4025061,97.35108856,1,3.891953369,370.8934543,370.8934543,95.29750721,95.29750721,,,120424975.8,54385969.25,201714,370.893454289,114762,95.297507214,46
all_ages_adj,all_ages_adj,202146,2021-46,01/11/2011,case,Janssen,2021-46,3.178821175,383.4025061,120.6115365,1,2.806534344,370.8934543,370.8934543,132.153542,132.153542,,,9398159,54385969.25,201714,370.893454289,12420,132.153541986,46
all_ages_adj,all_ages_adj,202146,2021-46,01/11/2011,case,Moderna,2021-46,4.542588065,383.4025061,84.40177729,1,4.348491918,370.8934543,370.8934543,85.2924327,85.2924327,,,43618172,54385969.25,201714,370.893454289,37203,85.292432704,46
all_ages_adj,all_ages_adj,202146,2021-46,01/11/2011,case,Pfizer,2021-46,3.81046144,383.4025061,100.6183929,1,3.831631303,370.8934543,370.8934543,96.79779316,96.79779316,,,67223640,54385969.25,201714,370.893454289,65071,96.797793157,46
5-17,Dec-17,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,0,5.42824836,234.5575394,234.5575394,43.21053935,43.21053935,,,8065162,7606236,17841,234.557539366,3485,43.210539354,47
18-49,18-29,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,0,3.326898328,268.5687072,268.5687072,80.72645472,80.72645472,,,18951656,14896002,40006,268.568707228,15299,80.726454722,47
18-49,30-49,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,0,3.405359643,371.0817654,371.0817654,108.9699193,108.9699193,,,35494199,17014040,63136,371.081765413,38678,108.969919282,47
50-79,50-64,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,0,3.909483285,356.5007749,356.5007749,91.18871955,91.18871955,,,29777806,9157343.35,32646,356.500774867,27154,91.188719545,47
50-79,65-79,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,1,7.295073629,447.7564869,447.7564869,61.37792566,61.37792566,,,22578149.8,3180300.1,14240,447.756486880,13858,61.377925662,47
80+,80+,202147,2021-47,01/11/2011,case,all_types,2021-47,,,,1,3.976327232,288.9593806,288.9593806,72.66991969,72.66991969,,,6558422,1400196.8,4046,288.959380567,4766,72.669919685,47
all_ages_adj,all_ages_adj,202147,2021-47,01/11/2011,case,all_types,2021-47,3.920751779,339.7521317,86.65484346,1,3.796838299,322.8201042,322.8201042,85.02340072,85.02340072,,,121425394.8,53254118.25,171915,322.820104152,103240,85.023400723,47
all_ages_adj,all_ages_adj,202147,2021-47,01/11/2011,case,Janssen,2021-47,3.100254213,339.7521317,109.5884751,1,2.751955673,322.8201042,322.8201042,117.3057064,117.3057064,,,9503374,53254118.25,171915,322.820104152,11148,117.305706373,47
all_ages_adj,all_ages_adj,202147,2021-47,01/11/2011,case,Moderna,2021-47,4.672998413,339.7521317,72.70538136,1,4.307580791,322.8201042,322.8201042,74.94232142,74.94232142,,,43992499,53254118.25,171915,322.820104152,32969,74.942321417,47
all_ages_adj,all_ages_adj,202147,2021-47,01/11/2011,case,Pfizer,2021-47,3.744759697,339.7521317,90.72735215,1,3.702901693,322.8201042,322.8201042,87.1803064,87.1803064,,,67732040,53254118.25,171915,322.820104152,59049,87.180306396,47
5-17,Dec-17,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,0,5.253191967,402.1046384,402.1046384,76.54482093,76.54482093,,,8125958,7541818,30326,402.104638431,6220,76.544820931,48
18-49,18-29,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,0,3.276809017,435.3120049,435.3120049,132.8463156,132.8463156,,,19113063,14702558,64002,435.312004891,25391,132.846315632,48
18-49,30-49,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,0,3.490246905,550.3468156,550.3468156,157.6813419,157.6813419,,,35805124,16651500,91641,550.346815602,56458,157.681341922,48
50-79,50-64,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,1,3.985569801,517.6637781,517.6637781,129.8845094,129.8845094,,,30012047,8868497.65,45909,517.663778148,38981,129.884509377,48
50-79,65-79,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,1,7.58675557,627.4676882,627.4676882,82.70566811,82.70566811,,,22750556.8,3024060.1,18975,627.467688225,18816,82.705668109,48
80+,80+,202148,2021-48,01/12/2012,case,all_types,2021-48,,,,1,4.195009969,379.1936742,379.1936742,90.39160263,90.39160263,,,6609021,1351815.8,5126,379.193674168,5974,90.391602629,48
all_ages_adj,all_ages_adj,202148,2021-48,01/12/2012,case,all_types,2021-48,3.964148511,508.567091,128.2916343,1,3.958060293,490.9431815,490.9431815,124.036307,124.036307,,,122415769.8,52140249.55,255979,490.943181533,151840,124.036306963,48
all_ages_adj,all_ages_adj,202148,2021-48,01/12/2012,case,Janssen,2021-48,3.27504256,508.567091,155.2856434,1,2.921189505,490.9431815,490.9431815,168.0627637,168.0627637,,,9602365,52140249.55,255979,490.943181533,16138,168.062763705,48
all_ages_adj,all_ages_adj,202148,2021-48,01/12/2012,case,Moderna,2021-48,4.78203639,508.567091,106.3494816,1,4.647677457,490.9431815,490.9431815,105.631939,105.631939,,,44357796,52140249.55,255979,490.943181533,46856,105.631938972,48
all_ages_adj,all_ages_adj,202148,2021-48,01/12/2012,case,Pfizer,2021-48,3.748018744,508.567091,135.6895805,1,3.776036684,490.9431815,490.9431815,130.0154693,130.0154693,,,68244187,52140249.55,255979,490.943181533,88728,130.015469303,48
5-17,05-Nov,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,0,6.819061825,231.9272772,231.9272772,34.01161086,34.01161086,,,85265,15989926,37085,231.927277212,29,34.011610860,49
5-17,Dec-17,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,0,5.170146838,381.7821739,381.7821739,73.84358432,73.84358432,,,8348728,7382220,28184,381.782173926,6165,73.843584316,49
18-49,18-29,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,0,3.281071093,407.1898931,407.1898931,124.102734,124.102734,,,19747349,14115036,57475,407.189893104,24507,124.102733992,49
18-49,30-49,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,0,4.011650688,544.4496563,544.4496563,135.7171147,135.7171147,,,37174383,15340996,83524,544.449656333,50452,135.717114659,49
50-79,50-64,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,1,4.992454869,553.0050829,553.0050829,110.7681687,110.7681687,,,31171410,7714757.3,42663,553.005082869,34528,110.768168652,49
50-79,65-79,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,1,10.72597054,727.747904,727.747904,67.84914253,67.84914253,,,23351805.8,2467063.1,17954,727.747903975,15844,67.849142528,49
80+,80+,202149,2021-49,01/12/2012,case,all_types,2021-49,,,,1,5.452991767,402.8431969,402.8431969,73.87562904,73.87562904,,,6764071,1205431.8,4856,402.843196936,4997,73.875629041,49
all_ages_adj,all_ages_adj,202149,2021-49,01/12/2012,case,all_types,2021-49,4.683077093,485.9857938,103.7748865,1,3.925494392,423.1708783,423.1708783,107.800658,107.800658,,,126643011.8,64215430.2,271741,423.170878329,136522,107.800657975,49
all_ages_adj,all_ages_adj,202149,2021-49,01/12/2012,case,Janssen,2021-49,4.104915884,485.9857938,118.3911699,1,2.923814387,423.1708783,423.1708783,144.7324701,144.7324701,,,9904481,64215430.2,271741,423.170878329,14335,144.732470081,49
all_ages_adj,all_ages_adj,202149,2021-49,01/12/2012,case,Moderna,2021-49,3.954680037,485.9857938,122.8887771,1,4.644088401,423.1708783,423.1708783,91.12033231,91.12033231,,,46027049,64215430.2,271741,423.170878329,41940,91.120332307,49
all_ages_adj,all_ages_adj,202149,2021-49,01/12/2012,case,Pfizer,2021-49,4.521068368,485.9857938,107.4935732,1,3.780450981,423.1708783,423.1708783,111.936613,111.936613,,,70637299,64215430.2,271741,423.170878329,79069,111.936612978,49
5-17,05-Nov,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,0,4.053305184,276.2152393,276.2152393,68.14568032,68.14568032,,,779213,15590016,43062,276.215239292,531,68.145680321,50
5-17,Dec-17,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,0,2.977321503,455.650614,455.650614,153.0404471,153.0404471,,,8422610,7302525,33274,455.650614000,12890,153.040447082,50
18-49,18-29,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,0,1.987158467,624.8941408,624.8941408,314.4661844,314.4661844,,,19867001,13892273,86812,624.894140793,62475,314.466184403,50
18-49,30-49,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,0,2.924900686,722.2847209,722.2847209,246.9433319,246.9433319,,,37362823,15034099,108589,722.284720887,92265,246.943331878,50
50-79,50-64,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,1,4.092479257,618.0383398,618.0383398,151.0180751,151.0180751,,,31285659,7521701.65,46487,618.038339769,47247,151.018075087,50
50-79,65-79,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,1,9.248915299,748.6842837,748.6842837,80.94833389,80.94833389,,,23406287.8,2409961.1,18043,748.684283742,18947,80.948333892,50
80+,80+,202150,2021-50,01/12/2012,case,all_types,2021-50,,,,1,5.179413119,381.6391973,381.6391973,73.68386891,73.68386891,,,6778960,1185150.8,4523,381.639197307,4995,73.683868912,50
all_ages_adj,all_ages_adj,202150,2021-50,01/12/2012,case,all_types,2021-50,3.154190375,605.3703939,191.9257628,1,2.893579217,541.4889423,541.4889423,187.1346528,187.1346528,,,127902553.8,62935726.55,340790,541.488942261,239350,187.134652819,50
all_ages_adj,all_ages_adj,202150,2021-50,01/12/2012,case,Janssen,2021-50,2.56723098,605.3703939,235.80675,1,2.484637505,541.4889423,541.4889423,217.9347857,217.9347857,,,9966743,62935726.55,340790,541.488942261,21721,217.934785717,50
all_ages_adj,all_ages_adj,202150,2021-50,01/12/2012,case,Moderna,2021-50,2.13968532,605.3703939,282.9249649,1,3.554933361,541.4889423,541.4889423,152.3204199,152.3204199,,,46188817,62935726.55,340790,541.488942261,70355,152.320419897,50
all_ages_adj,all_ages_adj,202150,2021-50,01/12/2012,case,Pfizer,2021-50,2.963883272,605.3703939,204.2490673,1,2.662168667,541.4889423,541.4889423,203.4014407,203.4014407,,,71673042,62935726.55,340790,541.488942261,145784,203.401440670,50
5-17,05-Nov,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,0,1.785409861,357.8235777,357.8235777,200.4153699,200.4153699,,,1595686,15243825,54546,357.823577744,3198,200.415369941,51
5-17,Dec-17,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,0,1.621950038,637.0791573,637.0791573,392.785932,392.785932,,,8507433,7214959,45965,637.079157345,33416,392.785932020,51
18-49,18-29,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,0,1.634494622,1169.38,1169.38,715.4403046,715.4403046,,,20001529,13633083,159423,1169.383330242,143099,715.440304589,51
18-49,30-49,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,0,2.296179427,1273.92,1273.92,554.8015657,554.8015657,,,37572713,14722386,187552,1273.923941405,208454,554.801565700,51
50-79,50-64,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,1,2.914718216,954.1947165,954.1947165,327.3711713,327.3711713,,,31413884,7327749.65,69921,954.194716518,102840,327.371171295,51
50-79,65-79,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,1,6.600951025,1032.94,1032.94,156.4839402,156.4839402,,,23465666.8,2357536.1,24352,1032.942825351,36720,156.483940188,51
80+,80+,202151,2021-51,01/12/2012,case,all_types,2021-51,,,,1,4.332077563,518.1090426,518.1090426,119.598284,119.598284,,,6795248,1166549.8,6044,518.109042580,8127,119.598283977,51
