State,State2,SubmissionDate,NewCasesAdj,SevenDayAvgAdj
AL,Alabama,2021-11-03,1179,642.86
AL,Alabama,2021-11-04,758,662.29
AL,Alabama,2021-11-05,608,669.43
AL,Alabama,2021-11-06,262,656.14
AL,Alabama,2021-11-07,217,654.43
AL,Alabama,2021-11-08,1068,673.29
AL,Alabama,2021-11-09,233,617.86
AL,Alabama,2021-11-10,1223,624.14
AL,Alabama,2021-11-11,536,592.43
AL,Alabama,2021-11-12,720,608.43
AL,Alabama,2021-11-13,247,606.29
AL,Alabama,2021-11-14,224,607.29
AL,Alabama,2021-11-15,649,547.43
AL,Alabama,2021-11-16,637,605.14
AL,Alabama,2021-11-17,612,517.86
AL,Alabama,2021-11-18,768,551
AL,Alabama,2021-11-19,613,535.71
AL,Alabama,2021-11-20,258,537.29
AL,Alabama,2021-11-21,243,540
AL,Alabama,2021-11-22,704,547.86
AL,Alabama,2021-11-23,501,528.43
AL,Alabama,2021-11-24,526,516.14
AL,Alabama,2021-11-25,99,420.57
AL,Alabama,2021-11-26,257,369.71
AL,Alabama,2021-11-27,145,353.57
AL,Alabama,2021-11-28,195,346.71
AL,Alabama,2021-11-29,595,331.14
AL,Alabama,2021-11-30,703,360
AL,Alabama,2021-12-01,732,389.43
AL,Alabama,2021-12-02,655,468.86
AL,Alabama,2021-12-03,672,528.14
AL,Alabama,2021-12-04,276,546.86
AL,Alabama,2021-12-05,263,556.57
AL,Alabama,2021-12-06,763,580.57
AL,Alabama,2021-12-07,723,583.43
AL,Alabama,2021-12-08,718,581.43
AL,Alabama,2021-12-09,635,578.57
AL,Alabama,2021-12-10,707,583.57
AL,Alabama,2021-12-11,310,588.43
AL,Alabama,2021-12-12,383,605.57
AL,Alabama,2021-12-13,1596,724.57
AL,Alabama,2021-12-14,696,720.71
AL,Alabama,2021-12-15,832,737
AL,Alabama,2021-12-16,887,773
AL,Alabama,2021-12-17,761,780.71
AL,Alabama,2021-12-18,529,812
AL,Alabama,2021-12-19,552,836.14
AL,Alabama,2021-12-20,1397,807.71
AL,Alabama,2021-12-21,1630,941.14
AL,Alabama,2021-12-22,2171,1132.43
AL,Alabama,2021-12-23,2583,1374.71
AL,Alabama,2021-12-24,2282,1592
AL,Alabama,2021-12-25,783,1628.29
AL,Alabama,2021-12-26,1951,1828.14
AL,Alabama,2021-12-27,4310,2244.29
AL,Alabama,2021-12-28,6374,2922
AL,Alabama,2021-12-29,8468,3821.57
AL,Alabama,2021-12-30,8647,4687.86
AL,Alabama,2021-12-31,6768,5328.71
AL,Alabama,2022-01-01,4989,5929.57
AL,Alabama,2022-01-02,4191,6249.57
AL,Alabama,2022-01-03,8918,6907.86
AL,Alabama,2022-01-04,11907,7698.29
AL,Alabama,2022-01-05,13077,8356.71
AL,Alabama,2022-01-06,10882,8676
AL,Alabama,2022-01-07,10779,9249
AL,Alabama,2022-01-08,9588,9906
AL,Alabama,2022-01-09,6164,10187.86
AL,Alabama,2022-01-10,10530,10418.14
AL,Alabama,2022-01-11,12034,10436.29
AL,Alabama,2022-01-12,14065,10577.43
AL,Alabama,2022-01-13,12840,10857.14
AL,Alabama,2022-01-14,12466,11098.14
AL,Alabama,2022-01-15,10037,11162.29
AL,Alabama,2022-01-16,7625,11371
AL,Alabama,2022-01-17,9687,11250.57
AL,Alabama,2022-01-18,17102,11974.57
AL,Alabama,2022-01-19,16147,12272
AL,Alabama,2022-01-20,16228,12756
AL,Alabama,2022-01-21,15847,13239
AL,Alabama,2022-01-22,7440,12868
AL,Alabama,2022-01-23,5686,12591
AL,Alabama,2022-01-24,11199,12807
AL,Alabama,2022-01-25,10511,11865.43
AL,Alabama,2022-01-26,11525,11205.14
AL,Alabama,2022-01-27,11090,10471.14
AL,Alabama,2022-01-28,10422,9696.14
AL,Alabama,2022-01-29,5395,9404
AL,Alabama,2022-01-30,5019,9308.71
AL,Alabama,2022-01-31,5761,8531.86
AL,Alabama,2022-02-01,5580,7827.43
AL,Alabama,2022-02-02,5267,6933.43
AL,Alabama,2022-02-03,5002,6063.71
AL,Alabama,2022-02-04,3356,5054.29
AL,Alabama,2022-02-05,0,4283.57
AL,Alabama,2022-02-06,3701,4095.29
AL,Alabama,2022-02-07,3773,3811.29
AL,Alabama,2022-02-08,3108,3458.14
AL,Alabama,2022-02-09,2725,3095
AL,Alabama,2022-02-10,2878,2791.57
AL,Alabama,2022-02-11,2392,2653.86
AL,Alabama,2022-02-12,872,2778.43
AL,Alabama,2022-02-13,730,2354
AL,Alabama,2022-02-14,2332,2148.14
AL,Alabama,2022-02-15,1965,1984.86
AL,Alabama,2022-02-16,2026,1885
AL,Alabama,2022-02-17,1459,1682.29
AL,Alabama,2022-02-18,1152,1505.14
AL,Alabama,2022-02-19,417,1440.14
AL,Alabama,2022-02-20,393,1392
AL,Alabama,2022-02-21,726,1162.57
AL,Alabama,2022-02-22,1257,1061.43
AL,Alabama,2022-02-23,1219,946.14
AL,Alabama,2022-02-24,1231,913.57
AL,Alabama,2022-02-25,1159,914.57
AL,Alabama,2022-02-26,340,903.57
AL,Alabama,2022-02-27,209,877.29
AL,Alabama,2022-02-28,804,888.43
AL,Alabama,2022-03-01,1279,891.57
AL,Alabama,2022-03-02,835,836.71
AL,Alabama,2022-03-03,575,743
AL,Alabama,2022-03-04,3332,1053.43
AL,Alabama,2022-03-05,185,1031.29
AL,Alabama,2022-03-06,106,1016.57
AL,Alabama,2022-03-07,723,1005
AL,Alabama,2022-03-08,469,889.29
AL,Alabama,2022-03-09,555,849.29
AL,Alabama,2022-03-10,432,828.86
AL,Alabama,2022-03-11,309,397
AL,Alabama,2022-03-12,84,382.57
AL,Alabama,2022-03-13,51,374.71
AL,Alabama,2022-03-14,197,299.57
AL,Alabama,2022-03-15,437,295
AL,Alabama,2022-03-16,547,293.86
AL,Alabama,2022-03-17,497,303.14
AL,Alabama,2022-03-18,235,292.57
AL,Alabama,2022-03-19,92,293.71
AL,Alabama,2022-03-20,66,295.86
AL,Alabama,2022-03-21,195,295.57
AL,Alabama,2022-03-22,207,262.71
AL,Alabama,2022-03-23,405,242.43
AL,Alabama,2022-03-24,186,198
AL,Alabama,2022-03-25,1888,434.14
AL,Alabama,2022-03-26,91,434
AL,Alabama,2022-03-27,47,431.29
AL,Alabama,2022-03-28,308,447.43
AL,Alabama,2022-03-29,253,454
AL,Alabama,2022-03-30,278,435.86
AL,Alabama,2022-03-31,187,436
AL,Alabama,2022-04-01,276,205.71
AL,Alabama,2022-04-02,68,202.43
AL,Alabama,2022-04-03,59,204.14
AL,Alabama,2022-04-04,255,196.57
AL,Alabama,2022-04-05,244,195.29
AL,Alabama,2022-04-06,214,186.14
AL,Alabama,2022-04-07,188,186.29
AL,Alabama,2022-04-08,228,179.43
AL,Alabama,2022-04-09,77,180.71
AL,Alabama,2022-04-10,53,179.86
AL,Alabama,2022-04-11,214,174
AL,Alabama,2022-04-12,156,161.43
AK,Alaska,2020-01-22,0,0
AK,Alaska,2020-01-23,0,0
AK,Alaska,2020-01-24,0,0
AK,Alaska,2020-01-25,0,0
AK,Alaska,2020-01-26,0,0
AK,Alaska,2020-01-27,0,0
AK,Alaska,2020-01-28,0,0
AK,Alaska,2020-01-29,0,0
AK,Alaska,2020-01-30,0,0
AK,Alaska,2020-01-31,0,0
AK,Alaska,2020-02-01,0,0
AK,Alaska,2020-02-02,0,0
AK,Alaska,2020-02-03,0,0
AK,Alaska,2020-02-04,0,0
AK,Alaska,2020-02-05,0,0
AK,Alaska,2020-02-06,0,0
AK,Alaska,2020-02-07,0,0
AK,Alaska,2020-02-08,0,0
AK,Alaska,2020-02-09,0,0
AK,Alaska,2020-02-10,0,0
AK,Alaska,2020-02-11,0,0
AK,Alaska,2020-02-12,0,0
AK,Alaska,2020-02-13,0,0
AK,Alaska,2020-02-14,0,0
AK,Alaska,2020-02-15,0,0
AK,Alaska,2020-02-16,0,0
AK,Alaska,2020-02-17,0,0
AK,Alaska,2020-02-18,0,0
AK,Alaska,2020-02-19,0,0
AK,Alaska,2020-02-20,0,0
AK,Alaska,2020-02-21,0,0
AK,Alaska,2020-02-22,0,0
AK,Alaska,2020-02-23,0,0
AK,Alaska,2020-02-24,0,0
AK,Alaska,2020-02-25,0,0
AK,Alaska,2020-02-26,0,0
AK,Alaska,2020-02-27,0,0
AK,Alaska,2020-02-28,0,0
AK,Alaska,2020-02-29,0,0
AK,Alaska,2020-03-01,0,0
AK,Alaska,2020-03-02,0,0
AK,Alaska,2020-03-03,0,0
AK,Alaska,2020-03-04,0,0
AK,Alaska,2020-03-05,0,0
AK,Alaska,2020-03-06,0,0
AK,Alaska,2020-03-07,0,0
AK,Alaska,2020-03-08,0,0
AK,Alaska,2020-03-09,0,0
AK,Alaska,2020-03-10,0,0
AK,Alaska,2020-03-11,0,0
AK,Alaska,2020-03-12,0,0
AK,Alaska,2020-03-13,1,0
AK,Alaska,2020-03-14,0,0
AK,Alaska,2020-03-15,0,0
AK,Alaska,2020-03-16,0,0
AK,Alaska,2020-03-17,2,0
AK,Alaska,2020-03-18,5,0
AK,Alaska,2020-03-19,3,1.57
AK,Alaska,2020-03-20,3,1.86
AK,Alaska,2020-03-21,1,2
AK,Alaska,2020-03-22,10,3.43
AK,Alaska,2020-03-23,13,5.29
AK,Alaska,2020-03-24,4,5.57
AK,Alaska,2020-03-25,7,5.86
AK,Alaska,2020-03-26,14,7.43
AK,Alaska,2020-03-27,11,8.57
AK,Alaska,2020-03-28,17,10.86
AK,Alaska,2020-03-29,19,12.14
AK,Alaska,2020-03-30,8,11.43
AK,Alaska,2020-03-31,10,12.29
AK,Alaska,2020-04-01,13,13.14
AK,Alaska,2020-04-02,8,12.29
AK,Alaska,2020-04-03,11,12.29
AK,Alaska,2020-04-04,11,11.43
AK,Alaska,2020-04-05,14,10.71
AK,Alaska,2020-04-06,6,10.43
AK,Alaska,2020-04-07,22,12.14
AK,Alaska,2020-04-08,13,12.14
AK,Alaska,2020-04-09,9,12.29
AK,Alaska,2020-04-10,11,12.29
AK,Alaska,2020-04-11,11,12.29
AK,Alaska,2020-04-12,15,12.43
AK,Alaska,2020-04-13,5,12.29
AK,Alaska,2020-04-14,8,10.29
AK,Alaska,2020-04-15,8,9.57
AK,Alaska,2020-04-16,7,9.29
AK,Alaska,2020-04-17,9,9
AK,Alaska,2020-04-18,5,8.14
AK,Alaska,2020-04-19,5,6.71
AK,Alaska,2020-04-20,2,6.29
AK,Alaska,2020-04-21,8,6.29
AK,Alaska,2020-04-22,6,6
AK,Alaska,2020-04-23,2,5.29
AK,Alaska,2020-04-24,2,4.29
AK,Alaska,2020-04-25,0,3.57
AK,Alaska,2020-04-26,2,3.14
AK,Alaska,2020-04-27,4,3.43
AK,Alaska,2020-04-28,6,3.14
AK,Alaska,2020-04-29,4,2.86
AK,Alaska,2020-04-30,0,2.57
AK,Alaska,2020-05-01,9,3.57
AK,Alaska,2020-05-02,1,3.71
AK,Alaska,2020-05-03,3,3.86
AK,Alaska,2020-05-04,2,3.57
AK,Alaska,2020-05-05,1,2.86
AK,Alaska,2020-05-06,1,2.43
AK,Alaska,2020-05-07,2,2.71
AK,Alaska,2020-05-08,3,1.86
AK,Alaska,2020-05-09,1,1.86
AK,Alaska,2020-05-10,1,1.57
AK,Alaska,2020-05-11,2,1.57
AK,Alaska,2020-05-12,2,1.71
AK,Alaska,2020-05-13,1,1.71
AK,Alaska,2020-05-14,5,2.14
AK,Alaska,2020-05-15,1,1.86
AK,Alaska,2020-05-16,4,2.29
AK,Alaska,2020-05-17,4,2.71
AK,Alaska,2020-05-18,3,2.86
AK,Alaska,2020-05-19,0,2.57
AK,Alaska,2020-05-20,3,2.86
AK,Alaska,2020-05-21,0,2.14
AK,Alaska,2020-05-22,2,2.29
AK,Alaska,2020-05-23,4,2.29
AK,Alaska,2020-05-24,0,1.71
AK,Alaska,2020-05-25,1,1.43
AK,Alaska,2020-05-26,2,1.71
AK,Alaska,2020-05-27,1,1.43
AK,Alaska,2020-05-28,13,3.29
AK,Alaska,2020-05-29,5,3.71
AK,Alaska,2020-05-30,3,3.57
AK,Alaska,2020-05-31,28,7.57
AK,Alaska,2020-06-01,7,8.43
AK,Alaska,2020-06-02,20,11
AK,Alaska,2020-06-03,18,13.43
AK,Alaska,2020-06-04,10,13
AK,Alaska,2020-06-05,11,13.86
AK,Alaska,2020-06-06,12,15.14
AK,Alaska,2020-06-07,8,12.29
AK,Alaska,2020-06-08,18,13.86
AK,Alaska,2020-06-09,11,12.57
AK,Alaska,2020-06-10,20,12.86
AK,Alaska,2020-06-11,18,14
AK,Alaska,2020-06-12,14,14.43
AK,Alaska,2020-06-13,26,16.43
AK,Alaska,2020-06-14,9,16.57
AK,Alaska,2020-06-15,3,14.43
AK,Alaska,2020-06-16,13,14.71
AK,Alaska,2020-06-17,20,14.71
AK,Alaska,2020-06-18,12,13.86
AK,Alaska,2020-06-19,16,14.14
AK,Alaska,2020-06-20,21,13.43
AK,Alaska,2020-06-21,11,13.71
AK,Alaska,2020-06-22,6,14.14
AK,Alaska,2020-06-23,16,14.57
AK,Alaska,2020-06-24,14,13.71
AK,Alaska,2020-06-25,24,15.43
AK,Alaska,2020-06-26,18,15.71
AK,Alaska,2020-06-27,19,15.43
AK,Alaska,2020-06-28,29,18
AK,Alaska,2020-06-29,21,20.14
AK,Alaska,2020-06-30,36,23
AK,Alaska,2020-07-01,38,26.43
AK,Alaska,2020-07-02,38,28.43
AK,Alaska,2020-07-03,45,32.29
AK,Alaska,2020-07-04,49,36.57
AK,Alaska,2020-07-05,27,36.29
AK,Alaska,2020-07-06,27,37.14
AK,Alaska,2020-07-07,18,34.57
AK,Alaska,2020-07-08,40,34.86
AK,Alaska,2020-07-09,47,36.14
AK,Alaska,2020-07-10,50,36.86
AK,Alaska,2020-07-11,63,38.86
AK,Alaska,2020-07-12,92,48.14
AK,Alaska,2020-07-13,59,52.71
AK,Alaska,2020-07-14,43,56.29
AK,Alaska,2020-07-15,51,57.86
AK,Alaska,2020-07-16,63,60.14
AK,Alaska,2020-07-17,42,59
AK,Alaska,2020-07-18,62,58.86
AK,Alaska,2020-07-19,83,57.57
AK,Alaska,2020-07-20,73,59.57
AK,Alaska,2020-07-21,90,66.29
AK,Alaska,2020-07-22,94,72.43
AK,Alaska,2020-07-23,64,72.57
AK,Alaska,2020-07-24,57,74.71
AK,Alaska,2020-07-25,88,78.43
AK,Alaska,2020-07-26,185,93
AK,Alaska,2020-07-27,94,96
AK,Alaska,2020-07-28,109,98.71
AK,Alaska,2020-07-29,68,95
AK,Alaska,2020-07-30,84,97.86
AK,Alaska,2020-07-31,106,104.86
AK,Alaska,2020-08-01,145,113
AK,Alaska,2020-08-02,136,106
AK,Alaska,2020-08-03,59,101
AK,Alaska,2020-08-04,60,94
AK,Alaska,2020-08-05,55,92.14
AK,Alaska,2020-08-06,40,85.86
AK,Alaska,2020-08-07,55,78.57
AK,Alaska,2020-08-08,79,69.14
AK,Alaska,2020-08-09,98,63.71
AK,Alaska,2020-08-10,68,65
AK,Alaska,2020-08-11,49,63.43
AK,Alaska,2020-08-12,61,64.29
AK,Alaska,2020-08-13,81,70.14
AK,Alaska,2020-08-14,100,76.57
AK,Alaska,2020-08-15,84,77.29
AK,Alaska,2020-08-16,102,77.86
AK,Alaska,2020-08-17,50,75.29
AK,Alaska,2020-08-18,66,77.71
AK,Alaska,2020-08-19,73,79.43
AK,Alaska,2020-08-20,83,79.71
AK,Alaska,2020-08-21,69,75.29
AK,Alaska,2020-08-22,88,75.86
AK,Alaska,2020-08-23,66,70.71
AK,Alaska,2020-08-24,72,73.86
AK,Alaska,2020-08-25,33,69.14
AK,Alaska,2020-08-26,52,66.14
AK,Alaska,2020-08-27,85,66.43
AK,Alaska,2020-08-28,116,73.14
AK,Alaska,2020-08-29,93,73.86
AK,Alaska,2020-08-30,43,70.57
AK,Alaska,2020-08-31,36,65.43
AK,Alaska,2020-09-01,35,65.71
AK,Alaska,2020-09-02,65,67.57
AK,Alaska,2020-09-03,86,67.71
AK,Alaska,2020-09-04,119,68.14
AK,Alaska,2020-09-05,87,67.29
AK,Alaska,2020-09-06,94,74.57
AK,Alaska,2020-09-07,34,74.29
AK,Alaska,2020-09-08,34,74.14
AK,Alaska,2020-09-09,65,74.14
AK,Alaska,2020-09-10,114,78.14
AK,Alaska,2020-09-11,89,73.86
AK,Alaska,2020-09-12,103,76.14
AK,Alaska,2020-09-13,62,71.57
AK,Alaska,2020-09-14,74,77.29
AK,Alaska,2020-09-15,43,78.57
AK,Alaska,2020-09-16,50,76.43
AK,Alaska,2020-09-17,108,75.57
AK,Alaska,2020-09-18,107,78.14
AK,Alaska,2020-09-19,94,76.86
AK,Alaska,2020-09-20,108,83.43
AK,Alaska,2020-09-21,70,82.86
AK,Alaska,2020-09-22,57,84.86
AK,Alaska,2020-09-23,76,88.57
AK,Alaska,2020-09-24,131,91.86
AK,Alaska,2020-09-25,126,94.57
AK,Alaska,2020-09-26,119,98.14
AK,Alaska,2020-09-27,110,98.43
AK,Alaska,2020-09-28,114,104.71
AK,Alaska,2020-09-29,124,114.29
AK,Alaska,2020-09-30,103,118.14
AK,Alaska,2020-10-01,138,119.14
AK,Alaska,2020-10-02,141,121.29
AK,Alaska,2020-10-03,142,124.57
AK,Alaska,2020-10-04,139,128.71
AK,Alaska,2020-10-05,195,140.29
AK,Alaska,2020-10-06,146,143.43
AK,Alaska,2020-10-07,122,146.14
AK,Alaska,2020-10-08,134,145.57
AK,Alaska,2020-10-09,185,151.86
AK,Alaska,2020-10-10,231,164.57
AK,Alaska,2020-10-11,250,180.43
AK,Alaska,2020-10-12,190,179.71
AK,Alaska,2020-10-13,158,181.43
AK,Alaska,2020-10-14,156,186.29
AK,Alaska,2020-10-15,165,190.71
AK,Alaska,2020-10-16,221,195.86
AK,Alaska,2020-10-17,210,192.86
AK,Alaska,2020-10-18,210,187.14
AK,Alaska,2020-10-19,202,188.86
AK,Alaska,2020-10-20,232,199.43
AK,Alaska,2020-10-21,224,209.14
AK,Alaska,2020-10-22,239,219.71
AK,Alaska,2020-10-23,248,223.57
AK,Alaska,2020-10-24,356,244.43
AK,Alaska,2020-10-25,517,288.29
AK,Alaska,2020-10-26,350,309.43
AK,Alaska,2020-10-27,388,331.71
AK,Alaska,2020-10-28,385,354.71
AK,Alaska,2020-10-29,369,373.29
AK,Alaska,2020-10-30,397,394.57
AK,Alaska,2020-10-31,467,410.43
AK,Alaska,2020-11-01,359,387.86
AK,Alaska,2020-11-02,351,388
AK,Alaska,2020-11-03,404,390.29
AK,Alaska,2020-11-04,424,395.86
AK,Alaska,2020-11-05,327,389.86
AK,Alaska,2020-11-06,511,406.14
AK,Alaska,2020-11-07,607,426.14
AK,Alaska,2020-11-08,507,447.29
AK,Alaska,2020-11-09,459,462.71
AK,Alaska,2020-11-10,551,483.71
AK,Alaska,2020-11-11,490,493.14
AK,Alaska,2020-11-12,474,514.14
AK,Alaska,2020-11-13,614,528.86
AK,Alaska,2020-11-14,755,550
AK,Alaska,2020-11-15,626,567
AK,Alaska,2020-11-16,561,581.57
AK,Alaska,2020-11-17,641,594.43
AK,Alaska,2020-11-18,575,606.57
AK,Alaska,2020-11-19,542,616.29
AK,Alaska,2020-11-20,475,596.43
AK,Alaska,2020-11-21,671,584.43
AK,Alaska,2020-11-22,522,569.57
AK,Alaska,2020-11-23,506,561.71
AK,Alaska,2020-11-24,604,556.43
AK,Alaska,2020-11-25,702,574.57
AK,Alaska,2020-11-26,636,588
AK,Alaska,2020-11-27,724,623.57
AK,Alaska,2020-11-28,653,621
AK,Alaska,2020-11-29,639,637.71
AK,Alaska,2020-11-30,485,634.71
AK,Alaska,2020-12-01,539,625.43
AK,Alaska,2020-12-02,695,624.43
AK,Alaska,2020-12-03,778,644.71
AK,Alaska,2020-12-04,759,649.71
AK,Alaska,2020-12-05,885,682.86
AK,Alaska,2020-12-06,692,690.43
AK,Alaska,2020-12-07,555,700.43
AK,Alaska,2020-12-08,558,703.14
AK,Alaska,2020-12-09,573,685.71
AK,Alaska,2020-12-10,608,661.43
AK,Alaska,2020-12-11,597,638.29
AK,Alaska,2020-12-12,525,586.86
AK,Alaska,2020-12-13,641,579.57
AK,Alaska,2020-12-14,406,558.29
AK,Alaska,2020-12-15,272,517.43
AK,Alaska,2020-12-16,611,522.86
AK,Alaska,2020-12-17,360,487.43
AK,Alaska,2020-12-18,487,471.71
AK,Alaska,2020-12-19,325,443.14
AK,Alaska,2020-12-20,180,377.29
AK,Alaska,2020-12-21,148,340.43
AK,Alaska,2020-12-22,437,364
AK,Alaska,2020-12-23,362,328.43
AK,Alaska,2020-12-24,271,315.71
AK,Alaska,2020-12-25,149,267.43
AK,Alaska,2020-12-26,188,247.86
AK,Alaska,2020-12-27,308,266.14
AK,Alaska,2020-12-28,124,262.71
AK,Alaska,2020-12-29,207,229.86
AK,Alaska,2020-12-30,366,230.43
AK,Alaska,2020-12-31,372,244.86
AK,Alaska,2021-01-01,470,290.71
AK,Alaska,2021-01-02,289,305.14
AK,Alaska,2021-01-03,168,285.14
AK,Alaska,2021-01-04,214,298
AK,Alaska,2021-01-05,209,298.29
AK,Alaska,2021-01-06,340,294.57
AK,Alaska,2021-01-07,337,289.57
AK,Alaska,2021-01-08,399,279.43
AK,Alaska,2021-01-09,374,291.57
AK,Alaska,2021-01-10,248,303
AK,Alaska,2021-01-11,175,297.43
AK,Alaska,2021-01-12,158,290.14
AK,Alaska,2021-01-13,294,283.57
AK,Alaska,2021-01-14,332,282.86
AK,Alaska,2021-01-15,291,267.43
AK,Alaska,2021-01-16,195,241.86
AK,Alaska,2021-01-17,258,243.29
AK,Alaska,2021-01-18,148,239.43
AK,Alaska,2021-01-19,127,235
AK,Alaska,2021-01-20,161,216
AK,Alaska,2021-01-21,199,197
AK,Alaska,2021-01-22,265,193.29
AK,Alaska,2021-01-23,241,199.86
AK,Alaska,2021-01-24,164,186.43
AK,Alaska,2021-01-25,81,176.86
AK,Alaska,2021-01-26,83,170.57
AK,Alaska,2021-01-27,165,171.14
AK,Alaska,2021-01-28,174,167.57
AK,Alaska,2021-01-29,177,155
AK,Alaska,2021-01-30,129,139
AK,Alaska,2021-01-31,126,133.57
AK,Alaska,2021-02-01,65,131.29
AK,Alaska,2021-02-02,113,135.57
AK,Alaska,2021-02-03,176,137.14
AK,Alaska,2021-02-04,157,134.71
AK,Alaska,2021-02-05,160,132.29
AK,Alaska,2021-02-06,124,131.57
AK,Alaska,2021-02-07,212,143.86
AK,Alaska,2021-02-08,86,146.86
AK,Alaska,2021-02-09,106,145.86
AK,Alaska,2021-02-10,170,145
AK,Alaska,2021-02-11,132,141.43
AK,Alaska,2021-02-12,131,137.29
AK,Alaska,2021-02-13,94,133
AK,Alaska,2021-02-14,186,129.29
AK,Alaska,2021-02-15,84,129
AK,Alaska,2021-02-16,60,122.43
AK,Alaska,2021-02-17,39,103.71
AK,Alaska,2021-02-18,212,115.14
AK,Alaska,2021-02-19,187,123.14
AK,Alaska,2021-02-20,136,129.14
AK,Alaska,2021-02-21,113,118.71
AK,Alaska,2021-02-22,61,115.43
AK,Alaska,2021-02-23,57,115
AK,Alaska,2021-02-24,177,134.71
AK,Alaska,2021-02-25,150,125.86
AK,Alaska,2021-02-26,102,113.71
AK,Alaska,2021-02-27,160,117.14
AK,Alaska,2021-02-28,119,118
AK,Alaska,2021-03-01,67,118.86
AK,Alaska,2021-03-02,125,128.57
AK,Alaska,2021-03-03,173,128
AK,Alaska,2021-03-04,127,124.71
AK,Alaska,2021-03-05,136,129.57
AK,Alaska,2021-03-06,129,125.14
AK,Alaska,2021-03-07,102,122.71
AK,Alaska,2021-03-08,90,126
AK,Alaska,2021-03-09,90,121
AK,Alaska,2021-03-10,146,117.14
AK,Alaska,2021-03-11,215,129.71
AK,Alaska,2021-03-12,110,126
AK,Alaska,2021-03-13,169,131.71
AK,Alaska,2021-03-14,107,132.43
AK,Alaska,2021-03-15,95,133.14
AK,Alaska,2021-03-16,105,135.29
AK,Alaska,2021-03-17,176,139.57
AK,Alaska,2021-03-18,152,130.57
AK,Alaska,2021-03-19,63,123.86
AK,Alaska,2021-03-20,185,126.14
AK,Alaska,2021-03-21,117,127.57
AK,Alaska,2021-03-22,50,121.14
AK,Alaska,2021-03-23,173,130.86
AK,Alaska,2021-03-24,210,135.71
AK,Alaska,2021-03-25,146,134.86
AK,Alaska,2021-03-26,177,151.14
AK,Alaska,2021-03-27,199,153.14
AK,Alaska,2021-03-28,199,164.86
AK,Alaska,2021-03-29,129,176.14
AK,Alaska,2021-03-30,86,163.71
AK,Alaska,2021-03-31,159,156.43
AK,Alaska,2021-04-01,230,168.43
AK,Alaska,2021-04-02,196,171.14
AK,Alaska,2021-04-03,233,176
AK,Alaska,2021-04-04,132,166.43
AK,Alaska,2021-04-05,117,164.71
AK,Alaska,2021-04-06,84,164.43
AK,Alaska,2021-04-07,217,172.71
AK,Alaska,2021-04-08,222,171.57
AK,Alaska,2021-04-09,243,178.29
AK,Alaska,2021-04-10,179,170.57
AK,Alaska,2021-04-11,97,165.57
AK,Alaska,2021-04-12,78,160
AK,Alaska,2021-04-13,132,166.86
AK,Alaska,2021-04-14,197,164
AK,Alaska,2021-04-15,186,158.86
AK,Alaska,2021-04-16,181,150
AK,Alaska,2021-04-17,177,149.71
AK,Alaska,2021-04-18,141,156
AK,Alaska,2021-04-19,116,161.43
AK,Alaska,2021-04-20,98,156.57
AK,Alaska,2021-04-21,213,158.86
AK,Alaska,2021-04-22,218,163.43
AK,Alaska,2021-04-23,142,157.86
AK,Alaska,2021-04-24,136,152
AK,Alaska,2021-04-25,200,160.43
AK,Alaska,2021-04-26,83,155.71
AK,Alaska,2021-04-27,130,160.29
AK,Alaska,2021-04-28,184,156.14
AK,Alaska,2021-04-29,166,148.71
AK,Alaska,2021-04-30,143,148.86
AK,Alaska,2021-05-01,89,142.14
AK,Alaska,2021-05-02,89,126.29
AK,Alaska,2021-05-03,91,127.43
AK,Alaska,2021-05-04,84,120.86
AK,Alaska,2021-05-05,146,115.43
AK,Alaska,2021-05-06,96,105.43
AK,Alaska,2021-05-07,116,101.57
AK,Alaska,2021-05-08,76,99.71
AK,Alaska,2021-05-09,76,97.86
AK,Alaska,2021-05-10,78,96
AK,Alaska,2021-05-11,57,92.14
AK,Alaska,2021-05-12,84,83.29
AK,Alaska,2021-05-13,83,81.43
AK,Alaska,2021-05-14,109,80.43
AK,Alaska,2021-05-15,43,75.71
AK,Alaska,2021-05-16,43,71
AK,Alaska,2021-05-17,45,66.29
AK,Alaska,2021-05-18,53,65.71
AK,Alaska,2021-05-19,96,67.43
AK,Alaska,2021-05-20,80,67
AK,Alaska,2021-05-21,64,60.57
AK,Alaska,2021-05-22,30,58.71
AK,Alaska,2021-05-23,30,56.86
AK,Alaska,2021-05-24,32,55
AK,Alaska,2021-05-25,53,55
AK,Alaska,2021-05-26,65,50.57
AK,Alaska,2021-05-27,40,44.86
AK,Alaska,2021-05-28,46,42.29
AK,Alaska,2021-05-29,26,41.71
AK,Alaska,2021-05-30,26,41.14
AK,Alaska,2021-05-31,26,40.29
AK,Alaska,2021-06-01,26,36.43
AK,Alaska,2021-06-02,34,32
AK,Alaska,2021-06-03,50,33.43
AK,Alaska,2021-06-04,57,35
AK,Alaska,2021-06-05,16,33.57
AK,Alaska,2021-06-06,16,32.14
AK,Alaska,2021-06-07,18,31
AK,Alaska,2021-06-08,32,31.86
AK,Alaska,2021-06-09,33,31.71
AK,Alaska,2021-06-10,30,28.86
AK,Alaska,2021-06-11,30,25
AK,Alaska,2021-06-12,20,25.57
AK,Alaska,2021-06-13,20,26.14
AK,Alaska,2021-06-14,22,26.71
AK,Alaska,2021-06-15,25,25.71
